distance_km,hour,day_of_week,road_type,historical_speed,traffic_multiplier
7.38,21,1,1,44.62,1.44
1.72,23,2,0,28.94,1.01
14.5,18,1,0,61.47,1.77
1.5,13,1,1,67.16,1.31
19.03,11,5,1,38.09,1.49
5.39,12,2,1,51.86,1.32
14.79,14,0,1,64.79,1.23
16.56,16,4,1,65.89,1.49
13.51,4,4,1,33.6,1.38
15.25,21,4,1,71.04,1.31
1.14,6,0,0,21.63,1.11
1.14,11,2,0,45.68,1.0
11.17,11,4,0,32.49,1.0
2.37,11,3,1,28.28,1.35
4.27,5,5,0,76.77,1.1
3.16,15,3,0,25.27,1.0
3.49,23,4,1,72.04,1.26
9.96,21,6,0,28.61,1.0
15.35,0,1,0,49.98,1.0
3.49,2,0,0,36.44,1.01
10.93,18,4,1,49.76,2.14
13.52,1,6,1,65.13,1.35
2.71,23,5,1,62.69,1.36
16.44,14,2,1,68.41,1.19
3.49,3,5,1,25.29,1.23
7.46,1,4,0,66.61,1.16
3.23,11,5,1,69.56,1.53
13.16,7,5,1,53.72,1.43
2.46,19,0,0,56.13,1.0
13.37,17,0,1,39.06,1.75
9.13,14,5,1,69.17,1.35
14.72,9,6,0,69.6,1.67
18.83,23,1,0,21.42,1.14
1.87,0,0,1,58.01,1.23
19.05,15,5,0,76.93,1.19
18.45,22,2,1,40.46,1.23
15.8,4,6,0,67.68,1.06
17.38,2,3,1,33.47,1.48
17.34,19,4,1,30.44,1.31
16.57,16,4,1,30.54,1.16
15.45,20,3,0,54.93,1.01
4.73,21,6,0,24.9,1.0
18.21,20,2,0,64.85,1.0
10.94,5,0,0,22.53,1.0
13.69,3,2,0,61.73,1.0
8.07,12,6,0,33.88,1.0
10.21,15,2,0,64.6,1.16
18.39,5,0,0,36.1,1.0
7.65,9,0,0,75.23,1.68
3.37,18,6,0,31.98,1.6
10.45,18,1,1,44.68,1.94
19.61,22,2,1,62.66,1.57
5.17,1,2,1,43.6,1.28
10.67,7,5,0,42.95,1.0
1.21,11,3,0,68.89,1.0
2.13,3,3,1,52.35,1.49
11.81,1,4,0,78.72,1.0
18.29,21,3,1,25.41,1.44
12.45,8,1,1,34.64,1.84
3.13,20,3,0,52.7,1.0
8.24,17,0,0,61.97,1.92
10.03,8,0,1,79.45,1.83
6.26,23,5,1,40.93,1.3
18.21,7,5,0,38.04,1.0
3.4,3,1,0,41.85,1.01
12.02,5,6,0,53.33,1.19
17.74,2,0,1,75.36,1.33
8.78,20,2,1,55.17,1.36
9.03,15,2,0,66.47,1.02
8.36,22,3,1,40.44,1.31
10.74,22,6,0,78.94,1.01
16.73,14,3,0,73.23,1.0
17.29,13,1,1,45.73,1.4
5.8,21,1,1,36.8,1.46
4.31,3,1,0,28.76,1.13
7.8,22,4,0,40.02,1.13
19.81,15,2,0,56.26,1.0
10.26,17,3,1,67.7,1.95
12.02,14,0,1,64.47,1.44
14.4,11,2,1,32.06,1.27
14.54,4,3,1,36.33,1.34
15.51,13,6,0,32.03,1.05
15.74,2,4,0,60.13,1.05
18.98,7,2,1,35.47,1.3
9.56,12,4,0,48.05,1.0
14.57,19,2,1,61.17,1.36
19.56,16,1,1,64.63,1.38
12.66,0,5,1,44.09,1.38
7.13,23,6,1,51.41,1.48
14.77,15,1,0,67.76,1.04
7.83,0,2,1,67.0,1.21
14.6,1,5,1,75.04,1.48
8.31,1,1,1,44.21,1.41
18.97,6,5,1,46.67,1.33
6.87,9,2,0,32.71,1.86
7.99,4,1,1,74.54,1.34
7.74,16,4,1,36.29,1.56
12.76,4,4,0,32.48,1.04
10.36,18,2,0,79.06,1.71
11.74,17,0,0,36.55,1.56
5.45,3,5,0,25.03,1.0
6.41,17,1,1,37.96,1.73
6.9,18,3,0,20.59,1.87
4.84,18,3,1,72.52,2.24
16.27,9,4,1,48.43,1.79
5.9,4,2,0,79.05,1.02
3.0,18,5,1,24.51,1.88
9.51,0,3,1,60.94,1.3
2.4,4,2,1,31.65,1.36
13.39,3,0,1,72.54,1.3
9.89,11,5,0,52.42,1.0
9.12,20,3,0,41.75,1.16
2.79,15,6,0,50.27,1.0
18.95,13,3,0,44.34,1.08
5.07,13,1,1,59.06,1.53
2.85,21,3,1,62.94,1.42
5.58,17,1,0,36.68,1.49
14.29,8,2,0,78.05,1.6
19.67,4,6,1,70.95,1.41
14.38,5,5,1,21.32,1.36
19.74,23,0,0,67.16,1.0
6.33,1,0,0,22.5,1.07
9.37,14,6,0,65.92,1.0
4.67,7,3,1,52.58,1.44
4.68,15,2,1,45.69,1.4
11.8,4,5,1,66.85,1.51
5.17,15,4,1,69.99,1.42
3.62,5,0,0,33.93,1.1
4.14,18,6,1,48.82,2.09
16.0,8,0,1,53.25,2.12
15.85,5,5,0,50.09,1.0
13.11,21,1,1,79.12,1.15
16.62,23,1,1,27.1,1.43
10.7,19,6,0,25.29,1.07
4.6,5,6,0,37.46,1.1
4.44,21,3,1,27.54,1.49
5.54,21,0,1,72.54,1.32
2.31,10,1,1,71.85,1.46
3.46,8,1,0,31.88,1.73
6.47,14,0,1,71.63,1.27
6.99,1,2,1,61.65,1.24
5.71,1,3,0,43.81,1.08
17.54,8,3,1,50.95,1.97
16.56,0,3,1,71.7,1.47
6.6,9,3,1,77.92,1.89
17.86,17,4,1,57.87,1.7
6.98,2,6,1,69.16,1.57
1.31,17,6,0,75.95,1.87
15.65,22,6,1,20.33,1.39
13.15,13,6,1,48.61,1.48
6.02,11,4,1,59.02,1.41
9.27,19,4,1,62.6,1.23
19.07,15,6,0,69.44,1.0
16.87,6,0,1,60.83,1.22
11.71,21,0,0,62.55,1.03
5.95,8,6,0,50.6,1.68
16.52,3,2,1,49.45,1.55
17.23,23,1,0,20.33,1.13
18.17,5,1,0,28.73,1.0
16.73,6,4,0,56.72,1.14
7.99,19,1,0,37.78,1.0
14.55,6,4,0,37.31,1.08
12.07,1,4,1,63.35,1.36
12.07,23,4,0,75.56,1.11
5.41,10,0,1,34.19,1.45
19.21,10,2,1,23.92,1.17
16.77,0,6,1,60.43,1.34
8.61,4,1,1,52.14,1.45
8.28,14,1,1,79.65,1.46
10.21,1,2,0,39.55,1.09
7.83,17,3,0,28.87,1.7
5.69,5,5,1,77.87,1.23
2.72,4,1,1,34.48,1.37
9.61,23,3,1,59.52,1.53
4.08,3,5,0,69.09,1.1
7.36,18,4,1,73.79,1.99
1.4,20,5,1,48.25,1.38
9.16,22,5,1,27.68,1.29
8.26,4,0,1,50.39,1.44
11.04,5,6,1,49.34,1.34
9.4,21,3,1,20.21,1.45
1.63,4,3,1,61.81,1.5
7.88,23,0,0,43.06,1.05
1.14,1,2,1,73.13,1.31
19.41,10,5,0,30.0,1.18
12.89,16,6,0,68.2,1.14
19.34,19,6,0,48.88,1.01
2.19,4,1,0,29.78,1.06
5.11,12,3,1,36.45,1.17
14.56,3,0,1,67.7,1.19
2.05,18,2,0,21.68,1.83
4.79,11,3,0,34.44,1.0
19.83,5,1,1,34.9,1.27
3.44,4,2,1,72.64,1.51
13.55,17,3,0,25.99,1.77
3.61,9,5,1,38.99,2.1
19.33,1,2,1,67.9,1.42
7.73,16,5,0,41.75,1.0
3.74,18,6,0,30.96,1.85
6.6,10,2,1,43.42,1.14
12.53,7,3,1,51.46,1.33
1.49,14,1,1,57.3,1.13
15.5,19,4,1,30.63,1.29
7.61,23,2,0,22.12,1.0
15.58,20,2,1,71.33,1.31
12.24,0,6,1,40.53,1.36
6.33,10,5,0,24.61,1.15
8.66,8,2,0,36.68,1.84
18.53,1,5,0,76.49,1.0
16.63,14,2,0,62.07,1.07
15.11,3,3,1,62.11,1.49
15.2,13,6,1,22.18,1.31
18.24,2,2,0,29.35,1.07
13.3,3,2,0,36.19,1.0
1.41,15,1,0,51.75,1.02
19.88,22,4,0,64.03,1.0
7.45,14,0,1,51.33,1.26
6.14,22,3,0,43.7,1.01
8.55,0,6,0,41.44,1.06
3.56,1,2,0,30.84,1.1
13.94,3,5,0,24.77,1.12
10.43,20,1,1,68.64,1.4
3.91,1,1,0,78.27,1.12
13.13,6,5,0,65.83,1.0
2.97,14,1,1,20.86,1.38
18.94,21,0,0,45.92,1.12
4.1,3,4,0,34.9,1.18
1.8,21,4,0,51.07,1.0
13.23,10,0,0,56.52,1.2
8.47,11,4,1,65.22,1.27
8.54,20,0,0,71.04,1.03
15.34,19,6,1,61.6,1.35
1.19,13,4,1,33.31,1.33
9.22,21,5,1,46.21,1.5
5.2,22,6,0,37.41,1.0
7.85,16,6,1,32.38,1.28
9.72,14,5,1,52.11,1.38
19.25,3,3,0,53.85,1.14
16.4,15,4,0,21.6,1.0
13.87,13,6,1,66.61,1.23
19.49,15,2,0,33.92,1.0
8.74,4,2,1,66.96,1.32
9.55,8,6,0,42.22,1.88
13.63,9,0,0,36.09,1.81
16.2,22,0,1,61.91,1.48
16.73,15,6,1,43.79,1.26
12.88,22,3,0,23.17,1.0
4.21,4,2,0,69.87,1.18
2.87,20,0,0,61.4,1.19
10.6,19,3,1,43.28,1.44
10.02,12,2,1,37.62,1.37
9.84,5,0,0,49.96,1.0
17.03,21,5,0,73.78,1.07
9.82,21,2,0,75.1,1.18
9.65,11,1,0,26.96,1.11
14.89,11,1,0,67.02,1.0
8.4,21,4,0,59.26,1.0
17.64,3,6,1,60.55,1.29
17.09,9,6,0,47.92,1.63
17.74,9,3,0,70.22,1.76
8.54,16,0,0,64.89,1.0
11.45,10,3,0,70.3,1.0
2.44,3,2,1,28.76,1.32
6.67,0,3,0,47.02,1.11
1.08,1,2,1,30.64,1.41
11.34,13,1,0,24.95,1.0
13.11,12,2,0,26.89,1.06
12.32,14,2,1,66.04,1.53
14.64,7,1,0,23.47,1.0
18.37,14,5,1,63.31,1.19
11.64,5,5,0,50.75,1.0
16.48,0,4,1,28.87,1.27
18.79,6,4,1,65.77,1.37
8.79,21,2,1,55.06,1.26
12.42,12,4,0,75.33,1.13
8.26,1,2,0,50.85,1.0
3.37,2,4,0,54.46,1.09
7.01,22,5,1,73.27,1.49
3.77,11,2,1,44.29,1.46
18.62,23,4,1,52.61,1.4
8.94,21,1,1,70.2,1.56
17.8,9,6,1,24.88,2.04
17.43,13,3,1,27.09,1.44
2.09,9,4,0,22.03,1.49
14.41,19,3,1,25.07,1.36
19.7,6,6,0,44.86,1.0
16.83,13,3,0,40.74,1.0
19.15,5,1,1,60.53,1.37
1.41,18,1,1,51.4,2.23
18.49,10,0,1,48.93,1.26
6.22,8,5,1,37.84,2.1
4.57,6,4,0,32.52,1.1
4.18,4,6,0,52.3,1.08
16.32,0,0,0,40.82,1.06
16.56,4,2,1,49.2,1.53
18.43,3,2,1,79.9,1.33
7.67,1,3,0,26.49,1.0
8.95,18,3,0,60.77,1.7
10.55,9,6,0,32.68,1.67
17.02,1,5,0,64.96,1.03
8.73,2,5,1,73.1,1.47
12.55,9,2,1,43.13,2.04
2.39,4,6,1,22.46,1.37
17.9,1,0,1,68.88,1.27
19.45,1,1,0,28.15,1.05
17.14,9,0,0,71.55,1.98
17.56,9,0,0,73.21,1.59
5.46,18,5,0,42.05,1.9
16.63,11,4,1,28.75,1.55
4.76,18,2,1,65.21,2.21
14.24,15,4,1,37.13,1.32
15.78,4,3,0,44.74,1.01
13.61,11,4,0,31.77,1.09
4.39,3,5,0,53.44,1.0
9.3,19,5,1,48.09,1.4
10.58,5,3,1,55.46,1.25
8.16,11,2,0,76.28,1.11
4.6,12,5,1,23.59,1.56
1.24,8,2,0,58.7,1.64
5.88,12,2,1,73.83,1.28
11.2,3,6,1,35.15,1.32
4.42,23,4,0,34.16,1.0
17.61,15,6,0,44.75,1.0
11.86,20,5,0,52.6,1.0
9.46,11,0,1,46.54,1.21
11.63,19,5,0,47.03,1.08
7.38,0,2,0,63.53,1.13
15.85,4,2,0,26.73,1.18
9.28,2,5,1,48.65,1.41
6.47,4,5,0,35.42,1.0
14.04,15,3,1,48.28,1.51
5.56,19,4,0,34.3,1.03
6.65,4,0,1,33.74,1.5
9.37,5,3,0,77.37,1.03
4.82,1,2,0,33.21,1.1
11.18,8,3,1,36.67,1.98
13.69,0,5,0,34.92,1.05
5.32,9,0,0,35.83,1.61
18.34,21,6,1,64.69,1.2
17.73,20,5,0,65.39,1.08
17.22,16,0,0,60.26,1.0
5.51,5,3,0,59.34,1.11
5.51,9,4,1,23.97,1.74
9.51,6,2,1,66.88,1.23
17.92,14,3,1,49.1,1.18
6.34,6,6,1,63.93,1.45
10.4,22,1,0,45.31,1.15
8.97,12,5,0,45.16,1.0
13.02,20,5,1,50.56,1.34
14.59,11,3,0,53.24,1.0
17.57,7,0,1,28.39,1.3
1.14,14,4,0,33.51,1.11
3.78,23,0,0,47.76,1.16
8.8,15,5,1,62.25,1.17
7.75,11,3,1,74.06,1.28
13.24,11,6,1,64.45,1.2
15.39,16,5,0,60.31,1.0
10.79,21,3,0,57.23,1.0
5.78,16,3,1,73.72,1.43
6.64,16,1,1,25.33,1.38
16.12,22,1,0,49.52,1.06
11.88,19,3,0,30.84,1.09
13.78,23,5,0,22.1,1.05
3.52,11,6,1,69.14,1.19
9.46,20,5,1,20.59,1.5
1.9,17,5,0,30.23,1.77
18.24,20,3,1,26.87,1.24
16.3,3,3,0,36.29,1.11
4.77,9,2,1,62.86,2.0
15.16,13,5,1,65.39,1.29
18.97,15,2,1,38.44,1.48
19.72,18,5,0,29.89,1.62
5.29,21,2,0,29.77,1.01
4.05,20,6,1,74.28,1.34
16.5,22,6,1,66.08,1.44
19.94,18,2,0,48.04,1.65
13.87,18,5,1,71.45,1.8
9.82,22,2,0,45.33,1.0
4.03,6,5,0,46.73,1.1
16.56,5,0,0,35.4,1.13
6.33,2,4,1,35.59,1.23
7.88,14,5,1,44.08,1.33
4.16,6,4,0,67.88,1.18
3.02,15,5,0,45.94,1.1
5.88,3,0,0,43.48,1.08
14.34,14,3,1,50.59,1.35
19.06,22,2,0,34.98,1.11
11.71,6,2,0,76.2,1.15
16.52,23,2,0,29.29,1.0
10.14,2,5,0,46.66,1.03
8.61,18,3,0,66.82,1.79
19.46,8,0,0,22.14,1.71
7.28,3,2,1,38.21,1.32
9.82,18,0,0,37.83,1.63
17.5,23,4,1,29.43,1.37
3.05,13,3,0,60.56,1.19
14.32,12,4,0,22.78,1.0
12.76,20,5,1,47.46,1.23
16.67,10,6,0,64.5,1.07
5.32,8,4,1,26.17,2.08
9.47,0,6,1,65.83,1.21
8.64,15,4,1,63.1,1.47
5.25,4,0,0,41.74,1.13
2.43,4,5,0,64.7,1.07
12.03,15,6,0,55.46,1.0
18.2,8,5,1,58.28,1.89
13.35,22,5,1,22.44,1.4
13.68,6,5,0,58.77,1.11
8.29,2,2,1,53.62,1.22
9.89,6,0,0,56.7,1.08
9.84,17,3,0,60.21,1.56
3.71,23,5,1,71.64,1.36
13.18,5,3,1,52.49,1.51
2.93,1,6,0,44.44,1.0
1.2,1,4,0,67.32,1.04
4.8,2,3,1,61.67,1.39
4.02,6,0,1,70.04,1.18
8.2,9,0,0,31.77,1.72
19.4,6,0,0,58.03,1.07
4.52,11,4,1,32.94,1.25
17.68,8,3,1,32.05,2.2
11.05,0,1,1,21.13,1.27
4.72,9,4,1,55.66,1.9
19.51,17,3,0,67.78,1.75
11.84,7,0,0,57.49,1.0
5.61,4,0,1,44.37,1.33
11.19,4,1,1,76.06,1.43
19.01,14,2,1,36.44,1.32
18.64,4,3,0,44.84,1.0
7.04,3,5,0,56.98,1.13
1.4,8,3,1,55.02,1.92
9.91,14,3,0,54.45,1.12
4.53,10,0,0,75.26,1.0
15.69,3,5,1,79.53,1.29
18.3,9,3,0,42.72,1.7
9.83,3,0,1,55.06,1.32
17.29,5,0,0,52.31,1.1
18.07,15,6,1,24.0,1.35
2.08,10,0,0,56.31,1.11
15.04,12,5,0,58.65,1.18
8.86,4,5,0,39.74,1.0
3.19,23,2,0,22.45,1.1
17.53,23,4,0,40.6,1.13
18.85,20,3,1,22.76,1.17
9.45,18,0,1,36.96,1.83
14.74,1,6,0,76.72,1.0
8.33,6,2,0,56.79,1.07
7.72,8,4,0,47.82,1.75
6.26,15,0,1,48.43,1.39
14.98,11,2,1,67.15,1.25
14.6,6,5,1,75.62,1.18
10.98,5,6,1,47.09,1.28
18.1,12,3,1,26.04,1.3
16.35,18,4,0,42.9,1.69
18.81,12,5,1,59.39,1.47
5.08,3,2,1,62.09,1.24
8.99,1,1,1,30.53,1.34
1.93,16,4,1,59.12,1.44
6.48,6,5,0,62.72,1.0
13.36,6,0,0,63.68,1.17
3.01,22,6,1,75.73,1.26
11.76,16,2,1,45.21,1.41
15.33,15,6,0,41.22,1.07
8.99,13,5,1,65.92,1.31
9.3,5,4,0,36.78,1.11
15.27,4,4,0,50.85,1.12
13.23,18,5,1,21.75,2.22
13.08,19,3,0,35.45,1.09
14.83,13,5,0,32.46,1.18
5.22,17,5,0,43.13,1.69
19.35,8,1,0,38.78,1.87
18.74,17,3,0,72.03,1.51
8.38,17,0,1,64.33,2.04
10.47,2,2,0,69.52,1.06
4.06,13,5,1,37.16,1.26
16.59,16,5,0,79.1,1.01
16.42,11,1,1,22.61,1.46
8.29,1,6,1,22.92,1.23
19.62,18,4,0,24.25,1.7
8.77,2,2,0,33.56,1.19
1.02,9,4,1,63.57,1.87
14.27,12,1,1,33.92,1.36
16.52,10,1,0,70.92,1.05
15.34,4,3,0,78.6,1.0
19.41,2,4,1,76.34,1.22
13.91,21,6,1,36.85,1.32
18.69,21,0,0,29.03,1.02
1.26,6,3,1,27.71,1.18
19.9,4,6,0,27.01,1.03
12.69,18,0,1,24.5,2.12
5.99,18,5,1,37.49,2.24
15.55,17,4,0,64.94,1.71
18.84,23,5,0,43.21,1.14
6.5,20,0,1,23.88,1.22
1.4,17,3,1,43.02,2.03
16.51,13,0,0,41.68,1.2
3.38,9,0,1,43.52,1.87
2.61,13,0,0,66.81,1.0
14.15,13,6,0,24.17,1.06
15.72,4,0,1,63.81,1.32
1.65,5,6,0,57.81,1.0
13.67,0,6,0,48.99,1.0
13.59,5,0,0,74.25,1.01
18.22,1,2,0,53.21,1.14
4.83,11,1,0,44.1,1.07
2.95,0,5,0,49.45,1.1
6.53,6,4,1,49.53,1.27
4.1,18,4,0,31.17,1.59
5.75,18,2,0,31.26,1.66
15.32,18,6,1,67.73,1.91
13.58,20,5,0,45.68,1.0
3.5,23,0,1,37.55,1.39
12.22,18,5,0,35.51,1.96
4.19,10,0,1,20.77,1.44
10.18,1,2,0,66.42,1.03
4.62,23,3,1,34.6,1.36
5.28,20,5,0,36.78,1.01
9.47,12,6,1,78.53,1.29
12.38,17,5,1,24.76,2.23
16.53,17,0,0,21.5,1.5
7.53,9,5,0,51.3,1.76
14.58,19,6,0,36.93,1.09
14.13,11,3,0,28.08,1.0
6.11,6,2,0,23.1,1.14
2.66,13,3,1,65.0,1.4
5.16,6,6,1,51.24,1.47
2.53,7,6,0,37.33,1.1
14.35,2,5,0,79.15,1.11
3.02,18,6,0,47.06,1.78
10.22,12,4,0,31.58,1.08
15.24,7,4,1,70.58,1.18
13.79,6,3,1,33.96,1.43
6.04,9,3,0,71.92,1.76
14.96,5,2,1,47.88,1.25
12.65,6,5,0,26.53,1.11
10.0,22,2,0,48.38,1.11
10.65,22,6,1,73.15,1.44
13.14,19,4,1,77.83,1.36
19.44,21,4,0,43.21,1.01
8.61,20,0,0,23.43,1.0
15.84,20,3,1,64.98,1.24
4.63,0,4,0,78.89,1.0
11.3,21,1,1,47.35,1.47
14.58,18,3,0,38.21,1.8
18.76,8,0,0,28.73,1.67
11.82,11,3,1,34.89,1.46
7.31,16,3,0,60.11,1.01
4.95,18,0,0,42.87,1.66
12.76,6,2,1,49.86,1.46
1.52,10,2,1,40.49,1.22
1.99,13,2,0,40.83,1.17
18.82,22,4,0,40.32,1.0
8.89,15,4,1,67.43,1.23
9.32,7,6,0,49.83,1.0
7.55,23,0,1,23.85,1.39
14.63,1,5,0,38.69,1.11
2.7,15,4,1,71.0,1.3
7.43,22,3,0,23.88,1.04
16.36,15,6,0,46.75,1.0
8.91,19,3,1,40.7,1.35
7.88,17,2,1,37.69,1.93
4.16,11,6,0,64.31,1.0
11.6,10,2,0,67.42,1.0
3.2,19,2,1,63.05,1.49
11.07,9,2,1,68.06,1.9
2.78,5,4,0,38.17,1.06
3.74,7,4,1,57.28,1.34
11.46,7,3,1,51.09,1.36
16.89,10,2,1,31.09,1.33
19.17,7,0,1,29.62,1.46
10.88,2,0,1,75.3,1.26
5.66,8,6,0,32.97,1.45
2.29,2,1,0,38.64,1.17
18.1,13,0,0,27.64,1.11
11.57,4,6,0,53.77,1.0
13.13,20,2,1,36.94,1.27
17.97,8,5,1,20.03,2.28
18.13,6,0,0,53.22,1.08
7.0,0,0,1,31.79,1.4
18.56,18,2,1,57.34,1.97
14.24,6,2,1,33.56,1.3
13.9,22,3,1,76.87,1.29
8.88,2,6,0,30.57,1.0
17.43,4,2,1,29.27,1.57
17.69,18,6,1,31.12,2.03
9.99,2,6,0,22.17,1.07
11.62,23,5,0,37.98,1.15
17.62,8,1,1,70.0,2.12
1.07,20,4,1,67.31,1.31
14.19,6,6,1,23.15,1.37
11.84,22,4,1,63.59,1.49
10.15,5,4,0,61.93,1.0
13.27,22,4,0,29.2,1.05
11.07,17,1,0,58.89,1.48
17.59,6,6,1,39.35,1.28
8.07,0,2,0,20.75,1.11
3.2,2,2,0,42.66,1.14
19.78,4,0,0,45.18,1.18
14.28,12,2,0,24.86,1.0
10.36,9,1,1,71.51,2.2
6.38,9,4,1,34.8,2.21
4.21,22,2,1,35.92,1.39
2.58,17,0,1,26.83,1.72
5.67,22,2,0,63.15,1.09
1.62,0,5,1,75.96,1.35
16.91,14,2,0,33.32,1.0
7.03,15,4,1,62.84,1.54
4.59,7,0,0,73.63,1.14
9.59,12,6,0,73.4,1.03
11.16,16,3,1,22.02,1.2
19.36,0,1,0,27.2,1.0
13.19,10,6,0,44.82,1.12
8.26,12,4,0,47.94,1.02
8.4,13,5,0,78.98,1.16
19.37,13,4,1,32.9,1.21
18.2,16,0,1,64.19,1.17
19.15,8,4,0,32.18,1.65
14.9,14,5,0,63.84,1.0
11.87,8,5,1,72.3,1.94
18.69,23,0,1,42.32,1.43
15.16,0,1,1,63.09,1.37
1.59,22,5,0,64.48,1.06
11.94,16,0,0,54.38,1.0
13.01,18,1,0,61.32,1.72
5.9,9,5,0,78.14,1.55
19.43,22,0,1,22.16,1.4
12.46,10,2,0,28.66,1.06
7.68,3,2,1,40.48,1.42
11.78,3,6,0,31.46,1.0
16.21,11,5,1,28.28,1.38
5.84,23,1,1,77.78,1.28
6.44,20,0,1,20.74,1.3
4.63,12,1,1,26.57,1.31
10.51,2,4,0,42.9,1.0
11.17,5,0,1,42.31,1.46
18.9,23,1,0,39.96,1.0
7.91,13,4,0,34.57,1.11
8.94,2,1,1,32.44,1.27
5.83,19,4,0,50.28,1.12
15.23,7,1,1,37.36,1.27
8.03,5,5,0,26.92,1.04
13.69,12,3,0,43.92,1.2
5.69,20,4,0,28.67,1.0
9.68,9,1,0,57.43,1.69
15.35,5,6,0,69.4,1.08
2.75,9,6,0,44.03,1.89
15.18,23,3,1,77.13,1.51
12.73,18,0,1,55.1,2.03
18.87,17,3,1,40.53,2.17
14.47,0,6,1,62.02,1.35
16.01,5,0,0,67.5,1.2
13.17,9,5,0,41.48,1.78
13.34,1,2,1,67.35,1.54
10.79,5,0,1,64.02,1.32
2.95,4,0,1,32.8,1.53
5.34,2,3,0,69.44,1.07
7.52,11,4,1,25.01,1.36
1.7,8,2,1,72.89,2.0
4.53,7,5,0,58.95,1.1
7.62,6,2,0,68.26,1.11
18.33,10,2,0,45.65,1.0
12.28,5,4,1,75.2,1.45
18.35,17,4,1,31.02,1.98
14.22,8,1,1,61.92,1.91
6.65,14,6,0,26.22,1.0
5.05,6,2,0,46.21,1.1
17.25,5,4,0,24.94,1.11
12.32,17,5,1,51.8,2.07
3.04,6,6,0,40.52,1.04
14.7,23,5,0,37.64,1.03
7.69,9,0,0,67.75,1.46
2.81,22,0,1,59.23,1.24
13.86,18,6,0,72.64,1.72
17.55,19,5,0,27.59,1.0
5.74,19,3,1,40.63,1.26
8.82,23,6,1,74.08,1.39
14.58,5,4,1,28.49,1.18
16.35,9,4,0,34.36,1.62
5.36,21,0,1,60.0,1.43
8.51,0,0,1,35.92,1.47
18.56,7,3,1,23.8,1.48
18.15,10,6,0,35.31,1.0
14.55,16,1,1,26.07,1.37
1.54,14,2,0,60.63,1.0
18.97,14,1,0,21.92,1.0
6.12,16,5,1,76.61,1.33
15.4,20,3,1,77.18,1.37
17.06,15,5,0,78.65,1.18
11.27,13,4,0,56.48,1.15
17.62,14,6,0,63.29,1.05
16.1,19,3,1,55.8,1.34
6.92,0,0,1,38.15,1.29
16.09,7,5,1,66.09,1.43
1.97,5,3,1,66.89,1.4
3.66,3,4,1,36.93,1.56
15.33,14,1,1,47.46,1.36
3.42,1,2,1,57.38,1.24
4.33,11,1,0,67.96,1.0
2.34,10,3,1,59.9,1.38
7.89,1,1,0,70.7,1.0
13.96,20,5,0,40.32,1.03
12.72,15,4,0,23.76,1.0
3.28,5,6,0,44.02,1.06
16.66,14,0,0,75.93,1.0
11.63,2,0,0,53.06,1.1
5.71,22,5,1,70.98,1.18
9.63,2,4,1,23.07,1.27
5.39,8,5,0,77.02,1.57
17.88,12,5,0,56.54,1.17
12.98,21,6,0,59.15,1.15
9.67,9,2,0,67.56,1.73
16.32,19,1,0,40.35,1.0
16.28,23,4,1,69.54,1.38
15.23,7,0,0,51.03,1.0
12.01,21,2,0,33.01,1.2
10.08,10,3,0,34.94,1.06
14.41,14,2,0,69.02,1.06
12.03,19,1,1,38.97,1.27
9.64,10,6,0,68.55,1.0
10.35,22,1,1,76.72,1.38
6.98,21,1,0,63.1,1.07
16.47,9,5,1,68.26,1.87
8.12,5,0,1,42.73,1.21
18.22,10,0,1,27.97,1.37
9.04,14,0,1,22.45,1.4
9.88,1,1,1,66.09,1.56
11.48,12,0,1,39.63,1.16
4.81,19,3,1,48.07,1.48
17.24,5,3,0,58.33,1.05
2.51,21,0,0,79.27,1.02
6.32,6,2,0,33.68,1.09
14.44,23,2,1,28.96,1.29
2.57,7,0,0,22.2,1.0
12.31,19,2,1,62.13,1.44
18.1,2,6,1,48.87,1.25
9.16,11,5,0,41.78,1.0
16.45,12,3,0,71.81,1.1
13.91,21,1,1,31.49,1.32
10.75,9,1,0,28.35,1.78
19.15,0,2,1,58.47,1.44
6.78,5,6,1,31.09,1.48
15.99,13,6,1,36.75,1.45
15.84,17,3,1,70.82,1.89
19.69,17,0,1,28.71,1.93
11.83,13,4,0,41.0,1.14
13.26,12,1,0,73.27,1.13
6.25,0,4,1,38.99,1.4
11.58,19,3,0,65.3,1.07
9.36,8,0,0,41.5,1.6
14.7,22,4,1,70.68,1.39
6.91,18,6,0,79.4,1.76
5.05,14,5,0,36.02,1.16
18.15,1,6,1,41.91,1.4
10.91,17,1,1,29.64,1.97
13.93,22,3,0,41.46,1.2
14.67,15,3,1,74.11,1.43
14.33,17,5,0,21.77,1.68
3.85,20,2,1,45.33,1.38
13.39,10,5,1,73.46,1.26
10.36,22,6,0,26.66,1.07
5.56,6,6,1,78.1,1.37
1.1,3,1,0,61.53,1.0
8.43,4,3,1,75.65,1.31
13.46,10,4,1,56.98,1.35
4.87,21,6,1,31.3,1.45
19.49,2,4,0,36.93,1.02
6.27,0,5,0,78.37,1.11
3.93,14,6,1,22.26,1.38
8.03,9,6,1,56.44,2.11
7.81,17,1,1,29.01,2.05
19.76,0,2,0,29.61,1.12
18.45,0,5,0,36.42,1.0
13.97,11,1,1,56.05,1.35
16.05,16,6,1,47.79,1.54
9.11,23,6,0,45.22,1.0
